idpregunta;traffictest;fotoRouteComplete;textopregunta;vecesHecha;mediaFallada;vecesHechaExperimento;mediaFalladaExperimento;respuesta1;respuesta2;respuesta3;respuesta4;respuestaCorrecta;idTema;temaDenominacion;idSubtema;subtemaDenominacion;descatalogada;idRespuesta1;idRespuesta2;idRespuesta3;idRespuesta4;idRespuestaCorrecta;enableForContent;enableForTestLesson;enableForTestExam;enableForTestKiller;enableForTestReview
67764;320153;Iveralso/1967.jpg;"En esta autopista, ¿por qué carril debe circular?";24583;14,77;15828;16,59;"Por el carril que más convenga a su destino.";"Por el carril de la derecha normalmente.";"Por el carril de la izquierda.";;"Por el carril de la derecha normalmente.";3199;"06 Uso de la via y Adelantamientos";20680;"Uso de Carriles en Vías de Sentido Único.";No;229590;229591;229592;;229591;No;Si;Si;No;No
67767;320175;Iveralso/5228.jpg;"¿Cómo se debe actuar cuando las ruedas traseras derrapen?";9217;18,27;8767;18,39;"Girar el volante hacia el mismo lado.";"Girar el volante hacia el lado contrario.";"Agarrar el volante fuerte y no girarlo.";;"Girar el volante hacia el mismo lado.";3202;"18 Factores Humano, Vía, Vehículo";20646;"Como Tomar una Curva.";No;229599;229600;229601;;229599;Si;Si;Si;No;No
67769;320179;Iveralso/1484.jpg;"¿Qué indica la señal?";695;1,72;657;1,67;"Fin de prohibido circular a más de 50 Km/h.";"Prohibido circular a más de 50 km/h.";"Obligatorio circular como mínimo a 50 Km/h.";;"Fin de prohibido circular a más de 50 Km/h.";3193;"07 Señales de Peligro y Prohibición";20486;"Casos en que Acaba el Límite de Velocidad.";No;229605;229606;229607;;229605;No;No;No;No;Si
67770;320182;Iveralso/1387.jpg;"¿Qué documento acredita que un vehículo reúne las condiciones técnicas necesarias para circular?";660;1,06;615;1,13;"La tarjeta ITV.";"El recibo del impuesto de vehículos de tracción mecánica.";"El certificado del seguro y el último recibo del pago de la prima.";;"La tarjeta ITV.";3198;"11 Permisos de Conducir";20582;"Documentación Remolques";No;229608;229609;229610;;229608;No;No;No;No;Si
67772;320189;Iveralso/1578.jpg;"A un peatón de edad avanzada, ¿le afecta el exceso de ruido?";8760;10,51;8342;10,42;"Sí, el exceso de ruido afecta a cualquier tipo de peatón por igual.";"Sí, y le puede impedir oír y darse cuenta si se acerca un vehículo.";No.;;"Sí, y le puede impedir oír y darse cuenta si se acerca un vehículo.";3202;"18 Factores Humano, Vía, Vehículo";20611;"Los Niños y los Ancianos.";No;229614;229615;229616;;229615;No;Si;Si;No;No
67773;320192;Iveralso/3611.jpg;"En una glorieta, ¿por dónde se debe circular?";10064;14,06;9545;13,88;"Puedo circular por la derecha o por la izquierda indistintamente.";"Por la derecha, dejando a mi izquierda el centro de la glorieta.";"Por la izquierda, dejando a mi derecha el centro de la glorieta.";;"Por la derecha, dejando a mi izquierda el centro de la glorieta.";3191;"09 Arcenes y Carriles Especiales";20494;"Circulación en Glorietas.";No;229617;229618;229619;;229618;No;Si;Si;No;No
67777;320207;Iveralso/1609.jpg;"El vehículo azul sale marcha atrás de un garaje. ¿Quién tiene preferencia?";700;1,14;655;1,22;"La bicicleta.";"El vehículo azul.";"Ninguno de los dos.";;"La bicicleta.";3194;"10 Preferencias";20656;"Salida de un sitio particular";No;229629;229630;229631;;229629;No;No;No;No;Si
67778;320216;Iveralso/3299.jpg;"Hay nieve y sólo tiene cadenas para dos ruedas. ¿Dónde debe ponerlas?";1084;5,07;657;4,56;"En las ruedas delanteras siempre.";"En las ruedas traseras siempre.";"En las ruedas motrices siempre.";;"En las ruedas motrices siempre.";3207;"14 Mecánica";20678;"Cadenas y Ruedas Motrices.";No;229632;229633;229634;;229634;No;No;No;No;Si
67780;320219;Iveralso/4389.jpg;"Cuando otro vehículo que circula detrás de su turismo está muy próximo, se recomienda….";913;3,61;649;3,54;"echarse a un lado inmediatamente para que pueda adelantar.";"aumentar la distancia de seguridad por delante siempre que sea posible.";"frenar bruscamente para alejar al coche que circula detrás.";;"aumentar la distancia de seguridad por delante siempre que sea posible.";3202;"18 Factores Humano, Vía, Vehículo";20594;"Distancias de Seguridad.";No;229638;229639;229640;;229639;No;No;No;No;Si
67781;320221;Iveralso/2448.jpg;"Cuando sienta fatiga al volante, debe tener en cuenta que...";8571;8,23;8142;8,20;"se producen efectos similares a una tasa de alcoholemia de 0,5 gramos por litro de sangre.";"el deslumbramiento es constante.";"el sueño puede aparecer de un momento a otro.";;"el sueño puede aparecer de un momento a otro.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20593;"La Fatiga.";No;229641;229642;229643;;229643;No;Si;Si;No;No
67782;320224;Iveralso/1078.jpg;"En una autopista con hielo en el pavimento, ¿está permitido circular a 40 km/h?";9993;12,24;9448;12,29;"Sí, porque se trata de una circunstancia especial.";"Sí, pero debe circular por el arcén para no entorpecer a los vehículos que circulen más rápido.";"No, porque es una velocidad anormalmente reducida.";;"Sí, porque se trata de una circunstancia especial.";3196;"15 Velocidad";20506;"La Velocidad Adecuada.";No;229644;229645;229646;;229644;No;Si;Si;No;No
67783;320228;Iveralso/1981.jpg;"Una de las infracciones de los conductores que implica más riesgo para los peatones es...";695;1,43;647;1,39;"no utilizar los cinturones de seguridad.";"incumplir las indicaciones de los semáforos en amarillo o en rojo.";"el exceso de velocidad en autopistas.";;"incumplir las indicaciones de los semáforos en amarillo o en rojo.";3202;"18 Factores Humano, Vía, Vehículo";20612;"Los Peatones.";No;229647;229648;229649;;229648;No;No;No;No;Si
67784;320230;Iveralso/1671.jpg;"Esta señal, ¿qué indica?";12648;23,96;12001;23,82;"La velocidad máxima que se aconseja no sobrepasar, aunque las circunstancias meteorológicas sean favorables.";"La velocidad máxima a la que podemos circular.";"La velocidad mínima a la que debemos circular.";;"La velocidad máxima que se aconseja no sobrepasar, aunque las circunstancias meteorológicas sean favorables.";3195;"08 Señales de Obligación e Indicación";20469;"indicacion intervalo velocidad";No;229650;229651;229652;;229650;Si;Si;Si;No;No
67786;320238;Iveralso/1849.jpg;"Las ruedas tienen la presión correcta. Después de un viaje, comprueba que la presión ha aumentado. ¿Qué debe hacer?";710;2,95;665;2,70;"Quitar aire de las ruedas.";"Echar agua a las ruedas para que se enfríen.";"No quitar aire, porque el aire se ha calentado y por eso tiene más presión.";;"No quitar aire, porque el aire se ha calentado y por eso tiene más presión.";3207;"14 Mecánica";20637;"Los Neumáticos.";No;229656;229657;229658;;229658;No;No;No;No;Si
67789;320244;Iveralso/5207.jpg;"Las motocicletas con más de cinco años de antigüedad deben pasar la ITV...";11430;17,19;10834;17,15;"cada año.";"cada cinco años.";"cada dos años.";;"cada dos años.";3198;"11 Permisos de Conducir";20543;"Periodicidad ITV.";No;229665;229666;229667;;229667;Si;Si;Si;No;No
67791;320251;Iveralso/6172.jpg;"Si han consumido estupefacientes o sustancias análogas que alteren el estado físico o mental apropiado para conducir sin peligro, no podrán circular por las vías públicas...";9020;15,58;8559;15,44;"ni los conductores de vehículos, ni los de bicicletas ni los peatones.";"ni los conductores de vehículos ni los de bicicletas.";"los conductores de vehículos a motor, pero sí las bicicletas.";;"ni los conductores de vehículos ni los de bicicletas.";3206;"17 Tiempo y Distancia de Reacción y Factores Que Intervienen";20597;"Efectos de las Drogas.";No;229671;229672;229673;;229672;No;Si;Si;No;No
67792;320266;Iveralso/2764.jpg;"Las señales de la fotografía, ¿qué indican?";736;2,17;685;2,33;"Obligan a detenerse y permiten girar a la derecha.";"Obligan a detenerse y prohiben girar a la derecha.";"Obligan a detenerse y obligan a girar a la derecha.";;"Obligan a detenerse y prohiben girar a la derecha.";3193;"07 Señales de Peligro y Prohibición";20437;"Prohibido Girar a la Izquierda.";No;229674;229675;229676;;229675;No;No;No;No;Si
67793;320267;Iveralso/806.jpg;"Esta señal indica la obligación de circular utilizando el alumbrado de...";12565;19,33;11947;19,27;"corto alcance, al menos, con independencia de las condiciones de visibilidad e iluminación de la vía.";"largo alcance, al menos, con independencia de las condiciones de visibilidad e iluminación de la vía.";"corto o largo alcance, dependiendo de las condiciones de visibilidad e iluminación de la vía.";;"corto alcance, al menos, con independencia de las condiciones de visibilidad e iluminación de la vía.";3195;"08 Señales de Obligación e Indicación";20677;"fin de obligacion luz de cruce";No;229677;229678;229679;;229677;Si;Si;Si;No;No
67794;320270;Iveralso/1540.jpg;"¿Hay que revisar periódicamente el estado de las pastillas y los discos de freno?";704;0,85;644;0,77;Sí.;"El estado de las pastillas sí, los discos no se estropean.";No.;;Sí.;3207;"14 Mecánica";20640;"Los Frenos.";No;229680;229681;229682;;229680;No;No;No;No;Si
67797;320279;Iveralso/5855.jpg;"Esta señal indica el lugar desde donde deja de ser aplicable una anterior señal de...";12444;19,98;11799;19,92;"velocidad máxima.";"prohibición de adelantamiento.";"velocidad mínima.";;"velocidad máxima.";3193;"07 Señales de Peligro y Prohibición";20486;"Casos en que Acaba el Límite de Velocidad.";No;229689;229690;229691;;229689;Si;Si;Si;No;No
67799;320281;Iveralso/1386.jpg;"En vías de dos calzadas separadas por medianas, como norma general, se circulará:";16964;12,04;16086;12,10;"Por la calzada de la izquierda en el sentido de la marcha.";"Por la calzada de la derecha en el sentido de la marcha.";"Por la calzada que mejor convenga al destino del conductor.";;"Por la calzada de la derecha en el sentido de la marcha.";3189;"01 Definiciones";20347;"2 calzadas";No;229695;229696;229697;;229696;No;Si;Si;No;No
67801;320286;Iveralso/1076.jpg;"En una calle cortada, donde no es posible circular hacia delante, pero sí cambiar de sentido, ¿está permitido circular marcha atrás?";14405;27,17;13625;26,92;"Sí, pero sin invadir un cruce de vías.";"Sí, si no recorre más de 15 metros.";No.;;No.;3200;"04 Cambios de direccion, de sentido y marcha atrás";20547;"Camara trasera";No;229701;229702;229703;;229703;Si;Si;Si;No;No
67802;320287;Iveralso/5263.jpg;"Esta señal indica que...";669;0,89;620;0,96;"hay una salida a través de la cual podrá hacerse un cambio de sentido a distinto nivel.";"próximamente existe una entrada a una autopista.";"existe un túnel.";;"hay una salida a través de la cual podrá hacerse un cambio de sentido a distinto nivel.";3195;"08 Señales de Obligación e Indicación";20467;"Señales de Indicación 2.";No;229704;229705;229706;;229704;No;No;No;No;Si
67805;320297;Iveralso/1823.jpg;"El arcén de la derecha es transitable y suficiente. ¿Qué vehículos deben circular por él, como norma general?";10383;18,35;9829;18,14;"Los vehículos con M.M.A no superior a 3.500 kg que circulen a velocidad anormalmente reducida.";"Los ciclos, ciclomotores y vehículos para personas de movilidad reducida.";"Los vehículos especiales con M.M.A superior a 3.500 kg.";;"Los ciclos, ciclomotores y vehículos para personas de movilidad reducida.";3191;"09 Arcenes y Carriles Especiales";20411;"Vehículos Obligados a Circular por el Arcén.";No;229713;229714;229715;;229714;Si;Si;Si;No;No
67807;320305;Iveralso/2247.jpg;"Ante un semáforo en rojo situado antes de una intersección, ¿dónde hay que detenerse?";695;2,01;652;1,99;"Inmediatamente después del semáforo.";"Ante la línea de detención anterior más próxima al semáforo y, si no existe, a la altura del semáforo, sin rebasarlo.";"En el cruce de las dos vías, sin invadir la vía transversal.";;"Ante la línea de detención anterior más próxima al semáforo y, si no existe, a la altura del semáforo, sin rebasarlo.";3192;"03 Marcas Viales";20882;"Línea de Detención Continua.";No;229719;229720;229721;;229720;No;No;No;No;Si
67808;320309;Iveralso/2720.jpg;"El freno de pie, ¿para qué sirve?";8726;6,72;8594;6,70;"Para reducir la velocidad y detener el vehículo cuando no funciona el freno de mano.";"Para reducir la velocidad y detener el vehículo.";"Para que no se mueva el vehículo cuando no está dentro el conductor.";;"Para reducir la velocidad y detener el vehículo.";3207;"14 Mecánica";20640;"Los Frenos.";No;229722;229723;229724;;229723;No;Si;Si;No;No
67809;320313;Iveralso/3001.jpg;"Marcas blancas y rojas de la calzada, ¿qué indican?";670;1,34;624;1,44;"Una zona reservada para la salida de  competiciones de coches.";"Una zona reservada para frenado de emergencia, donde  no puedo  parar ni estacionar.";"Una zona reservada para el estacionamiento de camiones.";;"Una zona reservada para frenado de emergencia, donde  no puedo  parar ni estacionar.";3192;"03 Marcas Viales";20746;"Otras Marcas Viales.";No;229725;229726;229727;;229726;No;No;No;No;Si
67810;320318;Iveralso/1304.jpg;"¿Cuáles son los daños que cubre el seguro obligatorio al causante de un accidente?";10952;10,16;10388;10,22;"Los daños del vehículo del causante.";"Los daños del otro vehículo.";"Los daños de los dos vehículos.";;"Los daños del otro vehículo.";3198;"11 Permisos de Conducir";20584;"El Seguro.";No;229728;229729;229730;;229729;No;Si;Si;No;No
67814;320327;Iveralso/5209.jpg;"Los conductores de bicicletas tienen prioridad de paso respecto a los vehículos de motor...";13130;10,08;12464;10,08;"cuando circulen por un paso para ciclistas.";"en las zonas peatonales debidamente señalizadas.";"en todas las intersecciones.";;"cuando circulen por un paso para ciclistas.";3192;"03 Marcas Viales";20491;"Paso para Ciclistas";No;229740;229741;229742;;229740;No;Si;Si;No;No
67816;320330;Iveralso/2212.jpg;"Circulando por una autopista observa que se ha pasado una salida, ¿puede volver a ella circulando marcha atrás?";696;0,71;655;0,76;"Sí, comprobando que no existe peligro para otros usuarios.";"Sí, cuando el recorrido no supere los 15 metros.";No.;;No.;3200;"04 Cambios de direccion, de sentido y marcha atrás";20537;"Normas para la Maniobra de Marcha Atrás.";No;229746;229747;229748;;229748;No;No;No;No;Si
67817;320331;Iveralso/1566.jpg;"Esta señal indica...";693;2,45;647;2,47;"peligro por la proximidad de una intersección con prioridad sobre la vía a la izquierda.";"prohibido girar a la izquierda, debiendo continuar de frente.";"la existencia a la izquierda de una vía sin salida.";;"peligro por la proximidad de una intersección con prioridad sobre la vía a la izquierda.";3194;"10 Preferencias";20421;"Señales de Intersección con Prioridad.";No;229749;229750;229751;;229749;No;No;No;No;Si
67818;320332;Iveralso/4317.jpg;"La señal de la derecha indica….";12073;18,07;11487;17,88;"peligro por la proximidad de un estrechamiento de la calzada.";"la proximidad de un peligro distinto de los advertidos por otras señales.";"peligro por la proximidad de una vía en obras.";;"la proximidad de un peligro distinto de los advertidos por otras señales.";3193;"07 Señales de Peligro y Prohibición";20424;"otros peligros";No;229752;229753;229754;;229753;Si;Si;Si;No;No
67819;320338;Iveralso/4118.jpg;"El vehículo rojo, ¿debe apartarse a la derecha cuando termine el adelantamiento?";710;2,25;666;2,40;"Sí, para no obstaculizar al vehículo que le sigue.";"No, porque existe un carril a la izquierda que está libre.";"No, puede seguir circulando por el carril central.";;"Sí, para no obstaculizar al vehículo que le sigue.";3199;"06 Uso de la via y Adelantamientos";20520;"Adelantamiento en Vías de Sentido Único.";No;229755;229756;229757;;229755;No;No;No;No;Si
